researcher,name,impact,x,y,species,dens,year
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Octolasion cyaneum,"0,00",2008
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Octolasion tyrtaeum,"0,00",2008
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Octolasion lacteum,"0,00",2008
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Microscolex dubius,"0,00",2008
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Microscolex phosphoreus,"0,00",2008
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Eukerria sp,"0,00",2008
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Juveniles,"0,00",2008
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Aporrectodea caliginosa,"0,00",2008
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Aporrectodea rosea,"0,00",2008
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Aporrectodea trapezoides,"0,00",2008
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Octolasion cyaneum,"0,00",2008
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Octolasion tyrtaeum,"0,00",2008
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Octolasion lacteum,"0,00",2008
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Microscolex dubius,"0,00",2008
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Microscolex phosphoreus,"0,00",2008
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Eukerria sp,"0,00",2008
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Juveniles,"0,00",2008
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Aporrectodea caliginosa,0,2009
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Aporrectodea rosea,16,2009
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Aporrectodea trapezoides,0,2009
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Octolasion cyaneum,0,2009
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Octolasion tyrtaeum,0,2009
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Octolasion lacteum,0,2009
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Microscolex dubius,0,2009
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Microscolex phosphoreus,0,2009
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Eukerria sp,16,2009
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Juveniles,8,2009
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Aporrectodea caliginosa,0,2009
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Aporrectodea rosea,4,2009
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Aporrectodea trapezoides,0,2009
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Octolasion cyaneum,0,2009
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Octolasion tyrtaeum,0,2009
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Octolasion lacteum,0,2009
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Microscolex dubius,0,2009
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Microscolex phosphoreus,0,2009
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Eukerria sp,24,2009
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Juveniles,144,2009
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Aporrectodea caliginosa,0,2009
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Aporrectodea rosea,20,2009
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Aporrectodea trapezoides,0,2009
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Octolasion cyaneum,0,2009
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Octolasion tyrtaeum,0,2009
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Octolasion lacteum,0,2009
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Microscolex dubius,0,2009
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Microscolex phosphoreus,0,2009
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Eukerria sp,32,2009
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Juveniles,12,2009
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Aporrectodea caliginosa,28,2010
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Aporrectodea rosea,24,2010
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Aporrectodea trapezoides,0,2010
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Octolasion cyaneum,8,2010
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Octolasion tyrtaeum,0,2010
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Octolasion lacteum,12,2010
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Microscolex dubius,4,2010
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Microscolex phosphoreus,0,2010
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Eukerria sp,120,2010
Rosana,Lote 24,intermedio,-59.1755555,-34.8241667,Juveniles,152,2010
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Aporrectodea caliginosa,0,2010
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Aporrectodea rosea,116,2010
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Aporrectodea trapezoides,0,2010
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Octolasion cyaneum,0,2010
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Octolasion tyrtaeum,0,2010
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Octolasion lacteum,0,2010
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Microscolex dubius,16,2010
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Microscolex phosphoreus,0,2010
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Eukerria sp,268,2010
Rosana,Lote 25,intermedio,-59.1733333,-34.8247222,Juveniles,272,2010
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Aporrectodea caliginosa,4,2010
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Aporrectodea rosea,4,2010
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Aporrectodea trapezoides,0,2010
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Octolasion cyaneum,4,2010
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Octolasion tyrtaeum,0,2010
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Octolasion lacteum,0,2010
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Microscolex dubius,0,2010
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Microscolex phosphoreus,8,2010
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Eukerria sp,88,2010
Rosana,Lote 27,intermedio,-59.1805555,-34.8222222,Juveniles,100,2010
Rosana,Lote Festuca,bajo,-59.6925,-35.1377778,Aporrectodea caliginosa,16,2008
Rosana,Lote Festuca,bajo,-59.6926,-35.1377779,Aporrectodea rosea,16,2008
Rosana,Lote Festuca,bajo,-59.6927,-35.1377780,Aporrectodea trapezoides,0,2008
Rosana,Lote Festuca,bajo,-59.6928,-35.1377781,Octolasion cyaneum,0,2008
Rosana,Lote Festuca,bajo,-59.6929,-35.1377782,Octolasion tyrtaeum,0,2008
Rosana,Lote Festuca,bajo,-59.6930,-35.1377783,Octolasion lacteum,0,2008
Rosana,Lote Festuca,bajo,-59.6931,-35.1377784,Microscolex dubius,"154,6666667",2008
Rosana,Lote Festuca,bajo,-59.6932,-35.1377785,Microscolex phosphoreus,0,2008
Rosana,Lote Festuca,bajo,-59.6933,-35.1377786,Eukerria sp,0,2008
Rosana,Lote Festuca,bajo,-59.6934,-35.1377787,Juveniles,"21,33333333",2008
Rosana,Lote Festuca,bajo,-59.6935,-35.1377788,Aporrectodea caliginosa,0,2009
Rosana,Lote Festuca,bajo,-59.6936,-35.1377789,Aporrectodea rosea,0,2009
Rosana,Lote Festuca,bajo,-59.6937,-35.1377790,Aporrectodea trapezoides,0,2009
Rosana,Lote Festuca,bajo,-59.6938,-35.1377791,Octolasion cyaneum,0,2009
Rosana,Lote Festuca,bajo,-59.6939,-35.1377792,Octolasion tyrtaeum,0,2009
Rosana,Lote Festuca,bajo,-59.6940,-35.1377793,Octolasion lacteum,0,2009
Rosana,Lote Festuca,bajo,-59.6941,-35.1377794,Microscolex dubius,36,2009
Rosana,Lote Festuca,bajo,-59.6942,-35.1377795,Microscolex phosphoreus,0,2009
Rosana,Lote Festuca,bajo,-59.6943,-35.1377796,Eukerria sp,0,2009
Rosana,Lote Festuca,bajo,-59.6944,-35.1377797,Juveniles,108,2009
Rosana,Lote Festuca,bajo,-59.6945,-35.1377798,Aporrectodea caliginosa,4,2010
Rosana,Lote Festuca,bajo,-59.6946,-35.1377799,Aporrectodea rosea,0,2010
Rosana,Lote Festuca,bajo,-59.6947,-35.1377800,Aporrectodea trapezoides,0,2010
Rosana,Lote Festuca,bajo,-59.6948,-35.1377801,Octolasion cyaneum,0,2010
Rosana,Lote Festuca,bajo,-59.6949,-35.1377802,Octolasion tyrtaeum,0,2010
Rosana,Lote Festuca,bajo,-59.6950,-35.1377803,Octolasion lacteum,0,2010
Rosana,Lote Festuca,bajo,-59.6951,-35.1377804,Microscolex dubius,56,2010
Rosana,Lote Festuca,bajo,-59.6952,-35.1377805,Microscolex phosphoreus,0,2010
Rosana,Lote Festuca,bajo,-59.6953,-35.1377806,Eukerria sp,0,2010
Rosana,Lote Festuca,bajo,-59.6954,-35.1377807,Juveniles,44,2010
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Aporrectodea caliginosa,"10,66666667",2008
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Aporrectodea rosea,"10,66666667",2008
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Aporrectodea trapezoides,0,2008
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Octolasion cyaneum,0,2008
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Octolasion tyrtaeum,0,2008
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Octolasion lacteum,0,2008
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Microscolex dubius,"21,33333333",2008
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Microscolex phosphoreus,0,2008
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Eukerria sp,0,2008
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Juveniles,"10,66666667",2008
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Aporrectodea caliginosa,8,2009
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Aporrectodea rosea,4,2009
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Aporrectodea trapezoides,0,2009
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Octolasion cyaneum,0,2009
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Octolasion tyrtaeum,0,2009
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Octolasion lacteum,0,2009
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Microscolex dubius,4,2009
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Microscolex phosphoreus,0,2009
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Eukerria sp,0,2009
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Juveniles,28,2009
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Aporrectodea caliginosa,28,2010
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Aporrectodea rosea,0,2010
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Aporrectodea trapezoides,16,2010
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Octolasion cyaneum,0,2010
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Octolasion tyrtaeum,0,2010
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Octolasion lacteum,0,2010
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Microscolex dubius,0,2010
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Microscolex phosphoreus,24,2010
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Eukerria sp,0,2010
Rosana,Lote Romina,bajo,-60.2222222,-34.8638888,Juveniles,88,2010
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Aporrectodea caliginosa,32,2008
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Aporrectodea rosea,"5,333333333",2008
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Aporrectodea trapezoides,0,2008
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Octolasion cyaneum,0,2008
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Octolasion tyrtaeum,0,2008
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Octolasion lacteum,0,2008
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Microscolex dubius,"26,66666667",2008
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Microscolex phosphoreus,0,2008
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Eukerria sp,0,2008
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Juveniles,48,2008
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Aporrectodea caliginosa,4,2009
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Aporrectodea rosea,36,2009
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Aporrectodea trapezoides,48,2009
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Octolasion cyaneum,44,2009
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Octolasion tyrtaeum,0,2009
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Octolasion lacteum,36,2009
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Microscolex dubius,28,2009
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Microscolex phosphoreus,0,2009
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Eukerria sp,0,2009
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Juveniles,164,2009
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Aporrectodea caliginosa,12,2010
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Aporrectodea rosea,92,2010
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Aporrectodea trapezoides,0,2010
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Octolasion cyaneum,60,2010
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Octolasion tyrtaeum,0,2010
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Octolasion lacteum,44,2010
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Microscolex dubius,120,2010
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Microscolex phosphoreus,8,2010
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Eukerria sp,0,2010
Rosana,Lote Triángulo,bajo,-59.6952778,-35.1302778,Juveniles,180,2010
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Aporrectodea caliginosa,"26,66666667",2008
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Aporrectodea rosea,"5,333333333",2008
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Aporrectodea trapezoides,"10,66666667",2008
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Octolasion cyaneum,0,2008
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Octolasion tyrtaeum,0,2008
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Octolasion lacteum,0,2008
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Microscolex dubius,"5,333333333",2008
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Microscolex phosphoreus,0,2008
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Eukerria sp,0,2008
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Juveniles,"74,66666667",2008
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Aporrectodea caliginosa,24,2009
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Aporrectodea rosea,64,2009
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Aporrectodea trapezoides,24,2009
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Octolasion cyaneum,4,2009
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Octolasion tyrtaeum,0,2009
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Octolasion lacteum,0,2009
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Microscolex dubius,8,2009
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Microscolex phosphoreus,0,2009
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Eukerria sp,0,2009
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Juveniles,256,2009
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Aporrectodea caliginosa,172,2010
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Aporrectodea rosea,36,2010
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Aporrectodea trapezoides,0,2010
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Octolasion cyaneum,16,2010
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Octolasion tyrtaeum,0,2010
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Octolasion lacteum,0,2010
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Microscolex dubius,24,2010
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Microscolex phosphoreus,0,2010
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Eukerria sp,0,2010
Rosana,Lote Casuarina,alto,-59.8302778,-35.1444445,Juveniles,56,2010
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Aporrectodea caliginosa,"122,6666667",2008
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Aporrectodea rosea,"21,33333333",2008
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Aporrectodea trapezoides,0,2008
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Octolasion cyaneum,0,2008
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Octolasion tyrtaeum,16,2008
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Octolasion lacteum,"5,333333333",2008
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Microscolex dubius,"5,333333333",2008
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Microscolex phosphoreus,0,2008
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Eukerria sp,0,2008
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Juveniles,"117,3333333",2008
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Aporrectodea caliginosa,44,2009
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Aporrectodea rosea,52,2009
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Aporrectodea trapezoides,92,2009
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Octolasion cyaneum,0,2009
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Octolasion tyrtaeum,0,2009
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Octolasion lacteum,0,2009
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Microscolex dubius,4,2009
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Microscolex phosphoreus,0,2009
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Eukerria sp,0,2009
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Juveniles,356,2009
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Aporrectodea caliginosa,244,2010
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Aporrectodea rosea,52,2010
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Aporrectodea trapezoides,0,2010
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Octolasion cyaneum,44,2010
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Octolasion tyrtaeum,0,2010
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Octolasion lacteum,0,2010
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Microscolex dubius,12,2010
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Microscolex phosphoreus,0,2010
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Eukerria sp,0,2010
Rosana,Lote Manga,alto,-59.7108333,-35.0930555,Juveniles,216,2010
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Aporrectodea caliginosa,"85,33333333",2008
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Aporrectodea rosea,32,2008
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Aporrectodea trapezoides,"21,33333333",2008
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Octolasion cyaneum,0,2008
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Octolasion tyrtaeum,16,2008
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Octolasion lacteum,0,2008
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Microscolex dubius,"5,333333333",2008
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Microscolex phosphoreus,0,2008
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Eukerria sp,0,2008
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Juveniles,"42,66666667",2008
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Aporrectodea caliginosa,0,2009
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Aporrectodea rosea,8,2009
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Aporrectodea trapezoides,8,2009
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Octolasion cyaneum,4,2009
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Octolasion tyrtaeum,0,2009
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Octolasion lacteum,4,2009
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Microscolex dubius,0,2009
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Microscolex phosphoreus,0,2009
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Eukerria sp,0,2009
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Juveniles,168,2009
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Aporrectodea caliginosa,64,2010
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Aporrectodea rosea,12,2010
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Aporrectodea trapezoides,0,2010
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Octolasion cyaneum,8,2010
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Octolasion tyrtaeum,0,2010
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Octolasion lacteum,0,2010
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Microscolex dubius,0,2010
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Microscolex phosphoreus,0,2010
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Eukerria sp,0,2010
Rosana,Lote Molino,alto,-59.7347222,-35.1061112,Juveniles,292,2010
Di Ciocco,Colonia,Sin determinar,-59.1730555,-34.6195833,Sin determinar,"5,57142857142857",2018